time,x,r,u_r,a_s
9,2.22917,0,3,-1
9.01,2.22688,0,2,-1
9.02,2.22461,0,2,-1
9.03,2.22236,0,2,-1
9.04,2.22014,0,2,-1
9.05,2.21794,0,2,-1
9.06,2.21576,0,2,-1
9.07,2.2136,0,2,-1
9.08,2.21147,0,2,-1
9.09,2.20935,0,2,-1
9.1,2.20726,0,2,-1
9.11,2.20518,0,2,-1
9.12,2.19313,0,1,-1
9.13,2.1812,0,1,-1
9.14,2.16939,0,1,-1
9.15,2.1577,0,1,-1
9.16,2.14612,0,1,-1
9.17,2.13466,0,1,-1
9.18,2.12331,0,1,-1
9.19,2.11208,0,1,-1
9.2,2.10096,0,1,-1
9.21,2.08995,0,1,-1
9.22,2.07905,0,1,-1
9.23,2.05826,0,0,-1
9.24,2.03767,0,0,-1
9.25,2.0173,0,0,-1
9.26,1.99713,0,0,-1
9.27,1.97715,0,0,1
9.28,1.95738,0,0,1
9.29,1.93781,0,0,1
9.3,1.91843,0,0,1
9.31,1.89925,0,0,1
9.32,1.88025,0,0,1
9.33,1.86145,0,0,1
9.34,1.85284,0,1,1
9.35,1.84431,0,1,1
9.36,1.83587,0,1,1
9.37,1.82751,0,1,1
9.38,1.81923,0,1,1
9.39,1.81104,0,1,1
9.4,1.80293,0,1,1
9.41,1.7949,0,1,1
9.42,1.78695,0,1,1
9.43,1.77908,0,1,1
9.44,1.77129,0,1,1
9.45,1.77358,0,2,1
9.46,1.77584,0,2,1
9.47,1.77808,0,2,1
9.48,1.7803,0,2,1
9.49,1.7825,0,2,1
9.5,1.78467,0,2,1
9.51,1.78683,0,2,1
9.52,1.78896,0,2,1
9.53,1.79107,0,2,1
9.54,1.79316,0,2,1
9.55,1.79523,0,2,1
9.56,1.80728,0,3,1
9.57,1.8192,0,3,1
9.58,1.83101,0,3,1
9.59,1.8427,0,3,1
9.6,1.85427,0,3,1
9.61,1.86573,0,3,1
9.62,1.87707,0,3,1
9.63,1.8883,0,3,1
9.64,1.89942,0,3,1
9.65,1.91043,0,3,1
9.66,1.92132,0,3,1
9.67,1.94211,0,4,1
9.68,1.96269,0,4,1
9.69,1.98306,0,4,1
9.7,2.00323,0,4,1
9.71,2.0232,0,4,-1
9.72,2.04296,0,4,-1
9.73,2.06254,0,4,-1
9.74,2.08191,0,4,-1
9.75,2.10109,0,4,-1
9.76,2.12008,0,4,-1
9.77,2.13888,0,4,-1
9.78,2.14749,0,3,-1
9.79,2.15602,0,3,-1
9.8,2.16446,0,3,-1
9.81,2.17281,0,3,-1
9.82,2.18108,0,3,-1
9.83,2.18927,0,3,-1
9.84,2.19738,0,3,-1
9.85,2.20541,0,3,-1
9.86,2.21335,0,3,-1
9.87,2.22122,0,3,-1
9.88,2.22901,0,3,-1
9.89,2.22672,0,2,-1
9.9,2.22445,0,2,-1
9.91,2.2222,0,2,-1
9.92,2.21998,0,2,-1
9.93,2.21778,0,2,-1
9.94,2.2156,0,2,-1
9.95,2.21345,0,2,-1
9.96,2.21131,0,2,-1
9.97,2.2092,0,2,-1
9.98,2.20711,0,2,-1
9.99,2.20504,0,2,-1
10,2.19299,0,1,-1
