time,x,r,u_r,a_s
9.22,1.86516,0,0,1
9.23,1.84651,0,0,1
9.24,1.83804,0,1,1
9.25,1.82966,0,1,1
9.26,1.82136,0,1,1
9.27,1.81315,0,1,1
9.28,1.80502,0,1,1
9.29,1.79697,0,1,1
9.3,1.789,0,1,1
9.31,1.78111,0,1,1
9.32,1.7733,0,1,1
9.33,1.76556,0,1,1
9.34,1.75791,0,1,1
9.35,1.75033,0,1,1
9.36,1.75283,0,2,1
9.37,1.7553,0,2,1
9.38,1.75775,0,2,1
9.39,1.76017,0,2,1
9.4,1.76257,0,2,1
9.41,1.76494,0,2,1
9.42,1.76729,0,2,1
9.43,1.76962,0,2,1
9.44,1.77192,0,2,1
9.45,1.7742,0,2,1
9.46,1.77646,0,2,1
9.47,1.7787,0,2,1
9.48,1.79091,0,3,1
9.49,1.803,0,3,1
9.5,1.81497,0,3,1
9.51,1.82682,0,3,1
9.52,1.83855,0,3,1
9.53,1.85017,0,3,1
9.54,1.86167,0,3,1
9.55,1.87305,0,3,1
9.56,1.88432,0,3,1
9.57,1.89547,0,3,1
9.58,1.90652,0,3,1
9.59,1.91745,0,3,1
9.6,1.93828,0,4,1
9.61,1.9589,0,4,1
9.62,1.97931,0,4,1
9.63,1.99952,0,4,1
9.64,2.01952,0,4,1
9.65,2.03933,0,4,1
9.66,2.05893,0,4,-1
9.67,2.07834,0,4,-1
9.68,2.09756,0,4,-1
9.69,2.11658,0,4,-1
9.7,2.13542,0,4,-1
9.71,2.15406,0,4,-1
9.72,2.16252,0,3,-1
9.73,2.1709,0,3,-1
9.74,2.17919,0,3,-1
9.75,2.1874,0,3,-1
9.76,2.19552,0,3,-1
9.77,2.20357,0,3,-1
9.78,2.21153,0,3,-1
9.79,2.21942,0,3,-1
9.8,2.22722,0,3,-1
9.81,2.23495,0,3,-1
9.82,2.2426,0,3,-1
9.83,2.25017,0,3,-1
9.84,2.24767,0,2,-1
9.85,2.2452,0,2,-1
9.86,2.24274,0,2,-1
9.87,2.24032,0,2,-1
9.88,2.23791,0,2,-1
9.89,2.23553,0,2,-1
9.9,2.23318,0,2,-1
9.91,2.23085,0,2,-1
9.92,2.22854,0,2,-1
9.93,2.22625,0,2,-1
9.94,2.22399,0,2,-1
9.95,2.22175,0,2,-1
9.96,2.20953,0,1,-1
9.97,2.19744,0,1,-1
9.98,2.18546,0,1,-1
9.99,2.17361,0,1,-1
10,2.16187,0,1,-1
